name_english,price_amount,price_unit,image_url,product_url,dimension_unit,length,width,height,category,category_original,id,uuid,is_active,store_id,time_updated,name_arabic,product_color,source_sheet,main_color,styles
3-Piece Lift-Top Wood Coffee Table Set - Whitewash,3550,SAR,https://cityw.com.sa/wp-content/uploads/2026/09/3-piece-lift-top-wood-coffee-table-set-whitewash-2.jpg,https://cityw.com.sa/product/3-piece-lift-top-wood-coffee-table-set-whitewash/,cm,91,91,46,center-table,Coffee Table,834974206,6d9883b9-999e-5fad-81c7-9d24c0e296ee,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,Rustic_Modern
3-Piece Solid Wood Coffee Table Set - Weathered Oak,2850,SAR,https://cityw.com.sa/wp-content/uploads/2026/09/3-piece-solid-wood-coffee-table-set-weathered-oak-2.jpg,https://cityw.com.sa/product/3-piece-solid-wood-coffee-table-set-weathered-oak/,cm,150,115,15,center-table,Coffee Table,902252943,4e071882-e68e-55ff-a6be-8c9482be9715,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
3-Piece Wood Coffee Table Set with Lift Top - Honey Brown,3950,SAR,https://cityw.com.sa/wp-content/uploads/2026/09/07-02-00459-14-1.jpg,https://cityw.com.sa/product/3-piece-solid-wood-coffee-table-set-with-storage-honey-brown/,cm,91,91,97,center-table,Coffee Table,217167309,56f46dac-c38b-564a-b9ba-fbfb2a076980,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
3-Piece Wood-Grain Center and End Table Set - Walnut & Matt Grey,1160,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/3-piece-wood-grain-center-and-end-table-set-walnut-matt-grey-1-scaled.jpg,https://cityw.com.sa/product/3-piece-occasional-table-set-with-storage-drawers-walnut-and-matt-grey/,cm,119,59,43,center-table,Coffee Table,336405508,a9cbfa12-9c88-5dcc-9f6c-47763f8365e6,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
3-Piece Wood-Look Coffee Table Set with Corner Tables - Weathered Oak & Matte Black,2970,SAR,https://cityw.com.sa/wp-content/uploads/2026/09/3-piece-wood-look-coffee-table-set-with-corner-tables-weathered-oak-ma-2.jpg,https://cityw.com.sa/product/3-piece-wood-look-coffee-table-set-with-corner-tables-weathered-oak-an/,cm,112,112,47,center-table,Coffee Table,1944324154,6b9cb5ea-924f-59df-aeff-1f26ed4d74b1,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
5-Piece Marble-Look Coffee Table Set - White & Charcoal Blue,740,SAR,https://cityw.com.sa/wp-content/uploads/2026/09/07-30-00562-1.jpg,https://cityw.com.sa/product/oval-marble-look-centre-table-with-4-nesting-stools-charcoal-grey/,cm,106,65,50,center-table,Coffee Table,1142920969,7b1f3e31-1963-5252-b5f0-c3386348b3b2,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Black,"Modern, Minimalist"
Bern 3-Piece Coffee Table Set - Charcoal Grey & Matte Black,1530,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/bern-3-piece-coffee-table-set-charcoal-grey-matte-black-1.jpg,https://cityw.com.sa/product/bern-3-piece-stone-look-occasional-table-set-grey-and-black/,cm,120,60,45,center-table,Coffee Table,2108277638,9eaffd05-f237-5f87-b3b6-88bc498b889b,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
Buff 732 3-Piece Wood-Look Coffee Table Set with Storage - Espresso Brown,1950,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/buff-732-3-piece-wood-look-coffee-table-set-with-storage-espresso-brow-1-scaled.jpg,https://cityw.com.sa/product/3-piece-wood-grain-occasional-table-set-with-drawers-brown-and-oak/,cm,120,60,45,center-table,Coffee Table,1087848413,665cf044-1a13-5587-8c9a-3ec55b67faea,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
Milo 3-Piece Marble-Look Coffee Table Set - White & Black,1450,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/milo-3-piece-marble-look-coffee-table-set-white-black-1-scaled.jpg,https://cityw.com.sa/product/milo-3-piece-marble-look-occasional-table-set-white-and-black/,cm,120,60,45,center-table,Coffee Table,471598219,4086da02-219f-5e32-b8fd-6212157304d6,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,White,"Minimalist, Modern"
Round Sintered Stone Coffee Table Set - White & Black,1450,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/round-sintered-stone-coffee-table-set-white-black-1.jpg,https://cityw.com.sa/product/3-piece-sintered-stone-centre-and-side-table-set-white-and-charcoal-bl/,cm,90,90,45,center-table,Coffee Table,1923340296,dd4cc170-e499-5217-8bfe-37916080bc58,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Grey,"Modern, Minimalist"
3-Tier Wood-Look Console Table with Metal Frame - Natural Oak & Black,390,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/3-tier-wood-look-console-table-with-metal-frame-natural-oak-black-1.jpg,https://cityw.com.sa/product/3-tier-wood-look-console-table-with-metal-frame-natural-oak-and-black/,cm,90,40,10,console,Console Table,1964552933,8e21e6cb-7aba-5917-85ca-97e397745892,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Industrial"
Arched Solid Wood Console Table - Light Brown,2130,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/arched-solid-wood-console-table-light-brown-1.jpg,https://cityw.com.sa/product/solid-wood-console-table-with-arched-design-light-brown/,cm,132,36,76,console,Console Table,180399242,14e2302d-aaca-5bca-8418-59f0131c13d0,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Rustic_Modern"
Console Table with Metal Frame - Honey Oak & Black,140,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/console-table-with-metal-frame-honey-oak-black-2.jpg,https://cityw.com.sa/product/console-table-with-metal-frame-honey-oak-and-black/,cm,75,30,76,console,Console Table,857926930,59d9261b-d9e7-5b21-8866-6c8305cf4c93,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
Faceted Mirrored Glass Console Table - Multi,3570,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/faceted-mirrored-glass-console-table-multi-1-1.jpg,https://cityw.com.sa/product/faceted-mirrored-glass-console-table-white/,cm,126,38,80,console,Console Table,675049463,1d3da4cf-2ec1-5204-be39-16ee015e3bb6,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,White,"Modern, Minimalist"
Glass Top Console Table with Marble-Look Shelf - Gold,1590,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/glass-top-console-table-with-marble-look-shelf-gold-1-1.jpg,https://cityw.com.sa/product/glass-top-metal-console-table-with-marble-look-shelf-gold/,cm,132,32,83,console,Console Table,405575919,cf72eb47-b9eb-54fe-b692-1edb87211362,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Brass,"Modern, Minimalist"
Marble-Look Console Table with Lower Shelf - Grey & Black,1470,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/marble-look-console-table-with-lower-shelf-grey-black-3.jpg,https://cityw.com.sa/product/marble-look-console-table-with-lower-shelf-grey-and-black/,cm,142,43,89,console,Console Table,1535175402,1dd77e91-841c-50cd-850f-746ced59645e,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Black,"Modern, Minimalist"
Root Wood Console Table with Glass Top - Natural Teak,4950,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/root-wood-console-table-with-glass-top-natural-teak-1.jpg,https://cityw.com.sa/product/console-roots-teak-root-console-table-with-glass-top-natural-wood/,cm,150,45,83,console,Console Table,909350100,248540ca-9f4d-5c88-b65d-501be9e3a7f5,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Boho, Rustic_Modern"
Solid Wood Console Table - Warm Brown,1410,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/solid-wood-console-table-warm-brown-1-1.jpg,https://cityw.com.sa/product/solid-wood-console-table-135cm-espresso-brown/,cm,135,31,76,console,Console Table,1621290467,8180c615-b536-564c-b5d4-74c651eb4d79,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
Spiral Base Glass Console Table - Gold,1550,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/spiral-base-glass-console-table-gold-1-1.jpg,https://cityw.com.sa/product/spiral-base-glass-console-table-gold/,cm,142,43,89,console,Console Table,1999180884,cdae00a6-18fa-5336-9568-ef2d03f84cc9,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Gold,"Modern, Minimalist"
5-Shelf Glass Display Cabinet - Antiqued Pewter,3210,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/5-shelf-glass-display-cabinet-antiqued-pewter-1.jpg,https://cityw.com.sa/product/5-shelf-glass-display-cabinet-antiqued-pewter/,cm,82,37,184,shelve,Display & Floor Cabinets,1173152323,207bd1c9-a582-5f61-bd16-bbb3b2e85a3f,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Charcoal,Industrial
3 Piece Stone-Look Nesting Table Set - Grey & Black,590,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/3-piece-stone-look-nesting-table-set-grey-black-1-scaled.jpg,https://cityw.com.sa/product/3-piece-nesting-table-set-with-metal-frame-grey-and-black/,cm,60,60,55,center-table,Nesting Tables,1152695330,e2c392f6-66f1-5866-b8e0-4a1ad6d643d4,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
Bern 3-Piece Nesting Table Set - Charcoal Grey & Matte Black,590,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/bern-3-piece-nesting-table-set-charcoal-grey-matte-black-1-1.jpg,https://cityw.com.sa/product/bern-3-piece-stone-look-nesting-table-set-charcoal-grey/,cm,60,60,55,center-table,Nesting Tables,120283623,f69e0eea-8909-53aa-916c-d903e422d9f9,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
Brook Nest of 3 Wood-Look Tables - Natural Oak & Black,590,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/brook-nest-of-3-wood-look-tables-natural-oak-black-1-scaled.jpg,https://cityw.com.sa/product/3-piece-wood-look-nesting-table-set-natural-oak-and-black/,cm,60,60,55,center-table,Nesting Tables,1199415178,0a156b37-08f5-5152-a269-1ed075dc1c16,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Oak,"Modern, Minimalist"
Buff 232 3-Piece Marble-Look Nesting Table Set - Charcoal Black,590,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/buff-232-3-piece-marble-look-nesting-table-set-charcoal-black-1-scaled.jpg,https://cityw.com.sa/product/buff-232-3-piece-marble-look-nesting-table-set-charcoal-black/,cm,60,60,55,center-table,Nesting Tables,1749848069,e855c09a-ef84-57e9-b190-28ba0dca2ecc,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Black,"Minimalist, Modern"
Eloy 3 Piece Engineered Wood Nesting Table Set - Walnut & Black,590,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/eloy-3-piece-engineered-wood-nesting-table-set-walnut-black-1-1-scaled.jpg,https://cityw.com.sa/product/eloy-nesting-tables-set-of-3-engineered-wood-walnut-and-black/,cm,60,60,55,center-table,Nesting Tables,422250100,61f01961-f7b8-561b-a98a-0adec89c696b,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
Milo 3-Piece Marble-Look Nesting Table Set - White & Black,590,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/milo-3-piece-marble-look-nesting-table-set-white-black-1-2-scaled.jpg,https://cityw.com.sa/product/milo-3-piece-marble-look-nesting-table-set-white-and-black/,cm,60,60,55,center-table,Nesting Tables,789438043,faedbccb-1dc0-5391-9dad-cfb4eb729c0f,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,White,"Modern, Minimalist"
Otto 3-Piece Wood-Look Nest of Tables - Warm Oak & Charcoal Black,590,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/otto-3-piece-wood-look-nest-of-tables-warm-oak-charcoal-black-1-scaled.jpg,https://cityw.com.sa/product/otto-3-piece-wood-nesting-table-set-charcoal-black/,cm,60,60,55,center-table,Nesting Tables,148756285,91ad3545-60a5-5c73-a5d2-427b2138fb4f,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Black,"Minimalist, Modern"
Set of 3 Square Aluminium Nesting Tables - Multi,2450,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/set-of-3-square-aluminium-nesting-tables-multi-1.jpg,https://cityw.com.sa/product/nest-of-3-square-wood-look-side-tables-multi/,cm,58,48,48,service-table,Nesting Tables,1008505272,5bf63dcd-5858-5187-bc2d-18f6aba97412,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Forest Green,"Modern, Minimalist"
Adjustable Woven Fabric Home Office Chair - White,610,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/adjustable-woven-fabric-home-office-chair-white-1.jpg,https://cityw.com.sa/product/adjustable-woven-fabric-home-office-chair-white/,cm,55,55,77,office-chair,Office Chairs,1623181627,f1750ad5-8e4d-5104-8e1b-e63b3896d8eb,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,White,"Modern, Minimalist"
Faux Leather Swivel Office Chair - Black,450,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/faux-leather-swivel-office-chair-black-1.jpg,https://cityw.com.sa/product/faux-leather-swivel-office-chair-black/,cm,60,60,85,office-chair,Office Chairs,941903663,891e3540-b542-5ced-9599-db4a9022109d,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Black,"Modern, Minimalist"
Faux Leather Swivel Office Chair - Black & Blue,1650,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/faux-leather-swivel-office-chair-black-blue-1.jpg,https://cityw.com.sa/product/home-office-faux-leather-swivel-chair-black-and-grey/,cm,68,62,132,office-chair,Office Chairs,1988901094,f4969ad7-9adc-5c9d-bdfe-93fd3451e8b5,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Black,Modern
Upholstered Home Office Chair with Distressed Wood Frame - Warm Oatmeal,1150,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/upholstered-home-office-chair-with-distressed-wood-frame-warm-oatmeal-1.jpg,https://cityw.com.sa/product/upholstered-home-office-chair-with-distressed-wood-frame-warm-oatmeal/,,,,,office-chair,Office Chairs,538054520,2a6b4ca5-3a12-542a-8d2d-99e9762f9898,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Beige,"Modern, Minimalist"
3-Drawer Wood Home Office Desk - Brown,2550,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/3-drawer-wood-home-office-desk-brown-1.jpg,https://cityw.com.sa/product/3-drawer-wood-home-office-desk-brown/,cm,160,71,83,office-chair,Office Tables,1995609719,8360dd31-67c7-58a1-95ba-49ff210eb261,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,Industrial
Home Office Concrete-Look Desk with Open Shelving - Weathered Grey,600,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/home-office-concrete-look-desk-with-open-shelving-weathered-grey-1.jpg,https://cityw.com.sa/product/home-office-concrete-look-desk-with-open-shelving-weathered-grey/,cm,120,50,77,office-chair,Office Tables,1372593620,c73aa058-643b-5be4-be4a-cf546047c6b8,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Grey,"Modern, Minimalist"
Home Office Wood Desk and Chair Set - Antique Dirty Wash,890,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/home-office-wood-desk-and-chair-set-antique-dirty-wash-1.jpg,https://cityw.com.sa/product/desk-and-chair-set-with-drawer-antique-white/,cm,46,59,100,office-chair,Office Tables,1148019054,826bf1ed-0ce5-5a7f-aded-4904c00ddb11,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Ivory,Modern_Classic
Office Table with Drawers - White & Oak,850,SAR,https://cityw.com.sa/wp-content/uploads/2026/09/office-table-with-drawers-white-oak-1.jpg,https://cityw.com.sa/product/office-table-with-drawers-white-and-oak/,cm,91,46,78,console,Office Tables,1302742058,84e4d498-d6ea-5138-b898-4f1d8166bf25,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,White,"Minimalist, Scandinavian"
Wood-Look Home Office Desk with Drawer - Grayish Brown,1450,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/wood-look-home-office-desk-with-drawer-grayish-brown-1.jpg,https://cityw.com.sa/product/wood-look-home-office-desk-with-drawer-grayish-brown/,cm,121,60,76,office-chair,Office Tables,1383412047,bc428a5f-9719-5c72-8467-8785a8bc3cb4,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Grey,"Industrial, Modern"
2 Piece Glass Top Metal Side Table Set - Antique Brass,750,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/2-piece-glass-top-metal-side-table-set-antique-brass-1.jpg,https://cityw.com.sa/product/2-piece-glass-top-metal-side-table-set-antique-brass/,cm,57,40,61,service-table,Side Tables,751665803,ebbe8576-15a3-5d07-a4bc-91d6e9a58265,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Bronze,"Modern, Minimalist"
2 Piece Solid Wood Accent Table Set - Distressed Gray,590,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/2-piece-solid-wood-accent-table-set-distressed-gray-2.jpg,https://cityw.com.sa/product/2-piece-solid-wood-accent-table-set-brown/,cm,39,39,61,service-table,Side Tables,218584619,e1fa2401-7543-5950-9b67-141f3b2afa14,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Walnut,"Modern, Minimalist"
2 Piece Wire Frame Glass Side Table Set - Black,660,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/2-piece-wire-frame-glass-side-table-set-black-1.jpg,https://cityw.com.sa/product/set-of-2-wire-side-tables-with-glass-top-black/,cm,45,45,46,side-table,Side Tables,1926425651,d048cd62-b7ba-5135-a8ed-40b3ce7a7f7d,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Black,"Modern, Minimalist"
2-Drawer Wood Side Table Tray - Brown,910,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/2-drawer-wood-side-table-tray-brown-1.jpg,https://cityw.com.sa/product/oak-side-table-with-2-drawers-brown/,cm,43,36,64,side-table,Side Tables,309005282,dbd84b88-c839-5806-ae37-a858e413457c,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Oak,"Modern, Minimalist"
Alpaca Sculptural Polyresin Side Table - White & Natural Wood-Look,790,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/alpaca-sculptural-polyresin-side-table-white-natural-wood-look-1.jpg,https://cityw.com.sa/product/alpaca-sculptural-polyresin-side-table-white-and-natural-wood-look/,cm,36,32,52,side-table,Side Tables,2113826461,8ec45ee4-9090-5b1c-a0fe-28eb1df87dab,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Ivory,Boho
Antler-Base Marble-Top Side Table - Black & Antiqued Gold,810,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/antler-base-marble-top-side-table-black-antiqued-gold-1.jpg,https://cityw.com.sa/product/round-marble-accent-side-table-charcoal-grey-and-gold-bronze/,cm,44,41,59,service-table,Side Tables,1237191550,9651a0c8-6c42-5ceb-92fe-2284e1370743,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Bronze,Rustic_Modern
Bear-Shaped Polyresin Side Table - Black & Natural Wood-Look,770,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/bear-shaped-polyresin-side-table-black-natural-wood-look-1.jpg,https://cityw.com.sa/product/bear-shaped-polyresin-side-table-black-and-natural-wood-look/,cm,33,33,53,side-table,Side Tables,1758678887,b0bf60d0-483c-5f6d-9705-f8bc7b5f934b,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Black,Rustic_Modern
Bottiglia Round Steel & Glass Side Table 50cm - Smoke Grey,1470,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/bottiglia-round-steel-glass-side-table-50cm-smoke-grey-1.jpg,https://cityw.com.sa/product/bottiglia-metal-and-glass-side-table-50cm-smoke-grey/,cm,52,52,54,side-table,Side Tables,1308818443,3c0d5328-a75b-5cf7-8a31-957b8f2ffdf9,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Black,"Modern, Minimalist"
C-Shaped Side Table with Lower Shelf - Black Oak & Black,340,SAR,https://cityw.com.sa/wp-content/uploads/2026/08/c-shaped-side-table-with-lower-shelf-black-oak-black-1.jpg,https://cityw.com.sa/product/c-shaped-side-table-with-lower-shelf-black-oak-and-black/,cm,45,29,65,service-table,Side Tables,1660280337,50ee1d97-1d87-5c4d-88fe-c3c1c3d53fae,true,50,2026-09-12T10:12:59.821523+00:00,,,catalog_cityw_part1_prepared,Black,"Minimalist, Modern"
